,# train,%corr inp,# un train,# clus inp,# fram inp,# gen fram inp,# out,%corr out,# un out,# clus out,# fram out,# gen fram out,% new str,% new fram,% new gen fram
1,300000.0,100.0,300000.0,194527.0,161518.0,271997.0,5000.0,99.12,2295.0,1057.0,859.0,1807.0,7.67,32.36,73.27
